"subscriptionId";"mgPath";"type";"id";"name";"location";"tags";"createdTime";"changedTime"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.compute/disks";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/chef/providers/microsoft.compute/disks/chefserver_osdisk_1_4ac49251558f418daeefd1eb96c508e2";"chefserver_osdisk_1_4ac49251558f418daeefd1eb96c508e2";"australiacentral";"@{Name=ChefServer}";"10/18/2021 4:20:52 PM";"10/18/2021 4:30:58 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.compute/disks";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/chef/providers/microsoft.compute/disks/chefworkstation_osdisk_1_0d50fd201b2e4d0e9e42c9f2aaa3f419";"chefworkstation_osdisk_1_0d50fd201b2e4d0e9e42c9f2aaa3f419";"australiacentral";;"10/18/2021 4:36:54 PM";"10/18/2021 4:47:01 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.compute/virtualmachines";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/chef/providers/microsoft.compute/virtualmachines/chefserver";"chefserver";"australiacentral";"@{Name=ChefServer}";"10/18/2021 4:20:47 PM";"10/18/2021 4:32:02 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.compute/virtualmachines";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/chef/providers/microsoft.compute/virtualmachines/chefworkstation";"chefworkstation";"australiacentral";;"10/18/2021 4:36:51 PM";"10/18/2021 4:48:07 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networkinterfaces";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/chef/providers/microsoft.network/networkinterfaces/chefserver406";"chefserver406";"australiacentral";"@{Name=ChefServer}";"10/18/2021 4:20:41 PM";"10/18/2021 4:30:51 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networkinterfaces";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/chef/providers/microsoft.network/networkinterfaces/chefworkstation997";"chefworkstation997";"australiacentral";;"10/18/2021 4:36:46 PM";"10/18/2021 4:46:49 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networksecuritygroups";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/chef/providers/microsoft.network/networksecuritygroups/chefserver-nsg";"chefserver-nsg";"australiacentral";"@{Name=ChefServer}";"10/18/2021 4:20:34 PM";"10/18/2021 4:30:44 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networksecuritygroups";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/chef/providers/microsoft.network/networksecuritygroups/chefworkstation-nsg";"chefworkstation-nsg";"australiacentral";;"10/18/2021 4:36:40 PM";"10/18/2021 4:46:50 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/publicipaddresses";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/chef/providers/microsoft.network/publicipaddresses/chefserver-ip";"chefserver-ip";"australiacentral";"@{Name=ChefServer}";"10/18/2021 4:20:34 PM";"10/18/2021 4:30:45 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/publicipaddresses";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/chef/providers/microsoft.network/publicipaddresses/chefworkstation-ip";"chefworkstation-ip";"australiacentral";;"10/18/2021 4:36:40 PM";"10/18/2021 4:46:54 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/virtualnetworks";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/chef/providers/microsoft.network/virtualnetworks/chef-vnet";"chef-vnet";"australiacentral";"@{Name=ChefServer}";"10/18/2021 4:20:34 PM";"10/18/2021 4:30:43 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.compute/disks";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.compute/disks/ebui_osdisk_1_050787f3be024d0fad6be0c6601559b2";"ebui_osdisk_1_050787f3be024d0fad6be0c6601559b2";"southeastasia";"@{Name=MyServer}";"10/14/2021 3:16:52 AM";"10/14/2021 3:26:52 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.compute/disks";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.compute/disks/ebuiubuntu_disk1_a188821e9ba54ba2862351306f90ed3a";"ebuiubuntu_disk1_a188821e9ba54ba2862351306f90ed3a";"southeastasia";"@{Name=ebuiUbuntu}";"10/14/2021 9:10:13 AM";"10/14/2021 9:20:13 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.compute/disks";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.compute/disks/ebuivm_osdisk_1_c2165c25e7df4157a43dadb223595bd8";"ebuivm_osdisk_1_c2165c25e7df4157a43dadb223595bd8";"southeastasia";"@{Name=ebuiVM}";"10/14/2021 5:57:41 AM";"10/14/2021 6:07:41 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.compute/disks";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.compute/disks/ebuiwin_osdisk_1_25a4a45a32854d43808894f9ee02048b";"ebuiwin_osdisk_1_25a4a45a32854d43808894f9ee02048b";"southeastasia";"@{Name=eBuiWin}";"10/14/2021 7:06:40 AM";"10/14/2021 7:16:41 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.compute/disks";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.compute/disks/ebuiwin_osdisk_1_31a3374057174a749a6210ea4a7c580b";"ebuiwin_osdisk_1_31a3374057174a749a6210ea4a7c580b";"southeastasia";"@{Name=eBUiWin}";"10/14/2021 3:34:44 AM";"10/14/2021 3:44:45 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.compute/disks";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.compute/disks/trubuntu_disk1_6aad21ecb1444c238e126a4406f81b1b";"trubuntu_disk1_6aad21ecb1444c238e126a4406f81b1b";"southeastasia";"@{Name=trUbuntu}";"10/14/2021 9:34:18 AM";"10/14/2021 9:44:19 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.compute/virtualmachines";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.compute/virtualmachines/trubuntu";"trubuntu";"southeastasia";"@{Name=trUbuntu}";"10/14/2021 9:34:17 AM";"10/14/2021 9:44:33 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networkinterfaces";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/networkinterfaces/ebui404";"ebui404";"southeastasia";"@{Name=MyServer}";"10/14/2021 3:16:45 AM";"10/14/2021 3:26:50 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networkinterfaces";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/networkinterfaces/ebuiubuntu264";"ebuiubuntu264";"southeastasia";"@{Name=ebuiUbuntu}";"10/14/2021 9:10:10 AM";"10/14/2021 9:20:12 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networkinterfaces";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/networkinterfaces/ebuivm469";"ebuivm469";"southeastasia";"@{Name=ebuiVM}";"10/14/2021 5:57:37 AM";"10/14/2021 6:07:41 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networkinterfaces";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/networkinterfaces/ebuiwin252";"ebuiwin252";"southeastasia";"@{Name=eBuiWin}";"10/14/2021 7:06:37 AM";"10/14/2021 7:16:39 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networkinterfaces";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/networkinterfaces/ebuiwin963";"ebuiwin963";"southeastasia";"@{Name=eBUiWin}";"10/14/2021 3:34:42 AM";"10/14/2021 3:44:44 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networkinterfaces";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/networkinterfaces/trubuntu388";"trubuntu388";"southeastasia";"@{Name=trUbuntu}";"10/14/2021 9:34:15 AM";"10/14/2021 9:44:17 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networksecuritygroups";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/networksecuritygroups/ebui-nsg";"ebui-nsg";"southeastasia";"@{Name=MyServer}";"10/14/2021 3:16:38 AM";"10/14/2021 3:26:47 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networksecuritygroups";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/networksecuritygroups/ebuiubuntu-nsg";"ebuiubuntu-nsg";"southeastasia";"@{Name=ebuiUbuntu}";"10/14/2021 9:10:00 AM";"10/14/2021 9:20:04 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networksecuritygroups";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/networksecuritygroups/ebuivm-nsg";"ebuivm-nsg";"southeastasia";"@{Name=ebuiVM}";"10/14/2021 5:57:27 AM";"10/14/2021 6:07:32 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networksecuritygroups";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/networksecuritygroups/ebuiwin-nsg";"ebuiwin-nsg";"southeastasia";"@{Name=eBUiWin}";"10/14/2021 3:34:32 AM";"10/14/2021 3:44:40 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networksecuritygroups";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/networksecuritygroups/ebuiwinnsg520";"ebuiwinnsg520";"southeastasia";"@{Name=eBuiWin}";"10/14/2021 7:06:33 AM";"10/14/2021 7:16:40 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networksecuritygroups";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/networksecuritygroups/trubuntu-nsg";"trubuntu-nsg";"southeastasia";"@{Name=trUbuntu}";"10/14/2021 9:34:08 AM";"10/14/2021 9:44:15 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/publicipaddresses";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/publicipaddresses/ebui-ip";"ebui-ip";"southeastasia";"@{Name=MyServer}";"10/14/2021 3:16:38 AM";"10/14/2021 3:26:45 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/publicipaddresses";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/publicipaddresses/ebuiubuntu-ip";"ebuiubuntu-ip";"southeastasia";"@{Name=ebuiUbuntu}";"10/14/2021 9:10:00 AM";"10/14/2021 9:20:07 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/publicipaddresses";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/publicipaddresses/ebuivm-ip";"ebuivm-ip";"southeastasia";"@{Name=ebuiVM}";"10/14/2021 5:57:27 AM";"10/14/2021 6:07:34 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/publicipaddresses";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/publicipaddresses/ebuiwin-ip";"ebuiwin-ip";"southeastasia";"@{Name=eBUiWin}";"10/14/2021 3:34:32 AM";"10/14/2021 3:44:39 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/publicipaddresses";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/publicipaddresses/ebuiwinip597";"ebuiwinip597";"southeastasia";"@{Name=eBuiWin}";"10/14/2021 7:06:33 AM";"10/14/2021 7:16:39 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/publicipaddresses";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/publicipaddresses/trubuntu-ip";"trubuntu-ip";"southeastasia";"@{Name=trUbuntu}";"10/14/2021 9:34:07 AM";"10/14/2021 9:44:13 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/virtualnetworks";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.network/virtualnetworks/ebuirg-vnet";"ebuirg-vnet";"southeastasia";"@{Name=MyServer}";"10/14/2021 3:16:38 AM";"10/14/2021 3:26:47 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.storage/storageaccounts";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/ebuirg/providers/microsoft.storage/storageaccounts/ebui";"ebui";"southeastasia";"@{ms-resource-usage=azure-cloud-shell}";"10/14/2021 7:40:12 AM";"10/14/2021 7:50:40 AM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.compute/disks";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/hauto/providers/microsoft.compute/disks/hautovm_osdisk_1_e5da87dece08404b8bc0d6cf04338753";"hautovm_osdisk_1_e5da87dece08404b8bc0d6cf04338753";"southeastasia";"@{Name=hauVM}";"10/15/2021 12:54:02 PM";"10/15/2021 1:04:04 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.compute/virtualmachines";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/hauto/providers/microsoft.compute/virtualmachines/hautovm";"hautovm";"southeastasia";"@{Name=hauVM}";"10/15/2021 12:54:01 PM";"10/15/2021 1:05:15 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networkinterfaces";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/hauto/providers/microsoft.network/networkinterfaces/hautovm137";"hautovm137";"southeastasia";"@{Name=hauVM}";"10/15/2021 12:53:55 PM";"10/15/2021 1:03:57 PM"
"61a42b96-1667-46bd-9973-eeb34ac483c2";"8851bbca-5a7e-49dc-837b-993ec8f56f3c/MgID01/61a42b96-1667-46bd-9973-eeb34ac483c2";"microsoft.network/networksecuritygroups";"/subscriptions/61a42b96-1667-46bd-9973-eeb34ac483c2/resourcegroups/hauto/providers/microsoft.network/networksecuritygroups/hautovm-nsg";"hautovm-nsg";"southeastasia";"@{Name=hauVM}";"10/15/2021 12:53:47 PM";"10/15/2021 1:03:55 PM"
